21318488	消失的爱人 Gone Girl	2014	大卫·芬奇	吉莉安·弗琳	本·阿弗莱克 / 裴淳华 / 尼尔·帕特里克·哈里斯 / 凯莉·库恩 / 泰勒·派瑞 / 金·迪肯斯 / 米西·派勒 / 波伊德·霍布鲁克 / 艾米丽·拉塔科斯基 / 雪拉·渥德 / 派屈克·福吉特 / 斯科特·麦克纳里 / 凯西·威尔逊 / 李·诺里斯更多...	剧情 / 悬疑 / 惊悚 / 犯罪	美国	英语	149	2014-09-26(纽约电影节) / 2014-10-03(美国)	388067	8.7	结婚五周年纪念日的早上，尼克·邓恩（本·阿弗莱克BenAffleck饰）来到妹妹玛戈（凯莉·库恩CarrieCoon饰）的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米（罗莎蒙德·派克RosamundPike饰）以及全然看不见希望的婚姻。当他返回家中时，却发现客厅留下了暴行的痕迹，而妻子竟不见了踪影。女探员朗达·邦妮（金·迪肯斯KimDickens饰）接到报案后赶来调查，而现场留下的种种蛛丝马迹似乎昭示着这并非是一件寻常的失踪案，其背后或许隐藏着裂变于夫妻之情的谋杀罪行。艾米的失踪通过媒体大肆渲染和妄加揣测很快闻名全国，品行不端的尼克被推上风口浪尖，至今不见踪影的爱人对他进行无情审判，你侬我侬的甜言蜜语早已化作以血洗血的复仇与折磨……　　本片根据吉莉安·弗琳（GillianFlynn）的同名小说改编。
19944106	美人鱼	2016	周星驰	周星驰 / 李思臻 / 何妙祺 / 曾瑾昌 / 卢正雨 / 江玉仪	邓超 / 罗志祥 / 张雨绮 / 林允 / 徐克 / 吴亦凡 / 李尚正 / 卢正雨 / 白客 / 孔连顺 / 田启文 / 文章 / 杨能 / 张美娥 / 李叶青 / 林子聪 / 赵志凌 / 郑冀峰 / 钱国伟 / 范淑珍 / 艾文·科蒂克 / 松冈李那 / 徐轸轸 / 夏尉喻 / 皮埃尔·布迪厄 / 孙嘉灵 / 许雅婷 / 赵靖伊 / 付骏福 / 虞嘉娜 / 宁小花 / 易志乐 / 孙乐天更多...	喜剧 / 爱情 / 奇幻	中国大陆 / 香港	汉语普通话 / 英语 / 日语	93	2016-02-08(中国大陆/香港)	432144	6.7	白手起家的富豪刘轩（邓超饰）新拍下了一块地皮，并联合了女强人李若兰（张雨绮饰）使用恐怖的声纳技术驱赶鱼类，用于填海造地。人鱼一族长期居住在附近区域的海里，为了继续生存，带头大哥章鱼八哥（罗志祥饰）派出了美人鱼珊珊（林允饰）“色诱”刘轩，准备刺杀。没想到珊珊在卧底过程中与刘轩暗生情愫，一次次破坏暗杀计划，而李若兰却在准备一个更丧心病狂的邪恶计划……
11529526	中国合伙人	2013	陈可辛	周智勇 / 张冀 / 林爱华	黄晓明 / 邓超 / 佟大为 / 杜鹃	剧情	中国大陆 / 香港	英语 / 汉语普通话	112	2013-05-17(中国大陆) / 2013-05-30(香港)	374948	7.6	20世纪80年代，三个怀有热情和梦想的年轻人在高等学府燕京大学的校园内相遇，从此展开了他们长达三十年的友谊和梦想征途。出生于留学世家的孟晓骏（邓超饰）渴望站在美国的土地上改变世界，浪漫自由的王阳（佟大为饰）尽情享受改革开放初期那蓬勃激昂的青春气息，曾两次高考落榜的农村青年成冬青（黄晓明饰）以晓骏为目标努力求学，并收获了美好的爱情。然而三个好友最终只有晓骏获得美国签证，现实和梦想的巨大差距让冬青和王阳倍受打击。偶然机缘，被开除公职的冬青在王阳的帮助下办起了英语培训学校，开始品尝到成功的喜悦。在美国发展不顺的晓骏回国，并加入学校，无疑推动三个好友朝着梦想迈进了一大步。　　只是随着成功的降临，他们的友情也开始承受严峻的考验……
1293350	两杆大烟枪 Lock- Stock and Two Smoking Barrels	1998	盖·里奇	盖·里奇	杰森·弗莱明 / 德克斯特·弗莱彻 / 尼克·莫兰 / 杰森·斯坦森 / 斯蒂文·麦金托什 / 斯汀 / 维尼·琼斯更多...	剧情 / 喜剧 / 犯罪	英国	英语	107	1998-08-28(英国)	298286	9.1	艾迪（尼克·莫伦）思维敏捷，是个玩牌高手。在三个好友的支持下，艾迪携巨资参加了黑社会的高额赌局，不想落入圈套，欠下50万的赌债。为了还清赌债，艾迪和朋友们绞尽脑汁，最终算计到一群毒贩身上，并为打劫购买了两杆老式烟枪。　　不想这群不安分的毒贩，正惦念着他们毒品供应商的钱，并在同一天实施了打劫。在毒贩们费劲周折，把毒品供应商熨的整整齐齐的钱款拿到手后，艾迪他们幸运的坐享其成。可是他们不知道，这看似简单的抢劫案背后，更有厉害的角色参与其中。他们手里的两杆破烟枪也隐藏着不少故事。　　在无知与莽撞中置身漩涡的他们能侥幸脱身么？笑料迭出的偶发事件里，穿插着小人物与大人物的辛酸幽默。
1291875	阳光灿烂的日子	1994	姜文	姜文 / 王朔	夏雨 / 宁静 / 陶虹 / 耿乐 / 斯琴高娃 / 冯小刚 / 刘小宁 / 姜文 / 王学圻 / 王朔 / 尚楠 / 方化 / 代少波 / 王海 / 姚二嘎 / 吴淑昆 / 左小青 / 韩冬 / 孙靖 / 刘斌 / 张维 / 杨彤林 / 王海 / 王福 / 胡贝贝 / 高保成 / 吴淑琨 / 张华 / 二勇 / 烈子 / 陈伟更多...	剧情	中国大陆 / 香港	汉语普通话	134	1995-08-21(中国大陆) / 1994-09-09(威尼斯电影节) / 1995-06-28(香港)	294443	8.8	20世纪70年代初的北京，忙着“闹革命”大人无空理会小孩，加上学校停课无事可做，以军队大院男孩为突出代表的少年人便自找乐子，靠起哄、打架、闹事、拍婆子等方式挥霍过量的荷尔蒙。马小军（夏雨饰）就是这样的少年，他的嗜好之一是趁别人家无人用万能钥匙将其锁打开，溜进去耍玩一番，正是用这样的方式，少女米兰（宁静饰）的照片先于其人入了马小军的双眼。通过院里的“头儿”刘忆苦（耿乐饰），马小军又见到之前在炮局偶然瞥见过一眼的米兰，开始正式将其当作梦中情人，然而在米兰眼中，马小军不过是毛孩一个，她中意的人是成熟、稳重、帅气的刘忆苦。自此，马小军迎来五味混杂的青春期生活。　　本片改编自王朔短篇小说《动物凶猛》。夏雨凭此片获得第51届威尼斯国际电影节最佳男演员（银狮奖）。
1292215	天使爱美丽 Le fabuleux destin d'Amélie Poulain	2001	让-皮埃尔·热内	纪尧姆·洛朗 / 让-皮埃尔·热内	奥黛丽·塔图 / 马修·卡索维茨 / 吕菲斯 / 洛莱拉·克拉沃塔 / 塞尔日·梅兰 / 贾梅尔·杜布兹 / 克洛蒂尔德·莫勒 / 克莱尔·莫里耶 / 伊莎贝尔·南蒂 / 多米尼克·皮侬 / 阿尔蒂斯·德·彭居埃恩 / 友兰达·梦露 / 于尔班·康塞利埃 / 莫里斯·贝尼舒 / 米歇尔·罗班 / 安德烈·达芒 / 克洛德·佩隆 / 阿尔梅尔 / 迪基·奥尔加多 / Kevin Fernandes / 弗洛拉·吉耶 / 阿莫里·巴博尔 / 欧仁·贝蒂埃 / 让·达里 / 马克·阿米约更多...	喜剧 / 爱情	法国 / 德国	法语 / 俄语	122	2001-04-25(法国) / 2001-08-16(德国)	523016	8.7	艾米莉（奥黛丽·塔图AudreyTautou饰）有着别人看来不幸的童年——父亲给她做健康检查时，发现她心跳过快，便断定她患上心脏病，从此艾米莉与学校绝缘。随后因为一桩意外，母亲在她眼前突然死去。这一切都毫不影响艾米莉对生活的豁达乐观。　　1997年，戴安娜王妃的去世让她倍感人生的孤独脆弱，艾米莉从此开始了一系列助人计划，包括自闭忧郁的邻居老人，被老板刻薄的菜摊伙计、遗失了童年器物的旧房东、爱情失意的咖啡店同事。但她万万想不到，成人录象带商店店员尼诺（马修·卡索维MathieuKassovitz饰），竟成为她的棘手对象，艾米莉开始了令人哭笑不得的另类计划……
26311973	唐人街探案	2015	陈思诚	陈思诚 / 程佳客 / 刘凯 / 白鹤	王宝强 / 刘昊然 / 佟丽娅 / 陈赫 / 肖央 / 小沈阳 / 潘粤明 / 马浴柯 / 张子枫 / 赵英俊 / 桑平 / 金士杰 / 大鹏 / 张国强 / 李叶青 / 陈祉希更多...	喜剧 / 动作 / 悬疑	中国大陆	汉语普通话 / 泰语 / 英语	135	2015-12-31(中国大陆)	316278	7.5	天赋异禀的结巴少年秦风（刘昊然饰）警校落榜，被姥姥遣送泰国找远房表舅——号称“唐人街第一神探”，实则猥琐的大叔唐仁（王宝强饰）散心。不想一夜花天酒地后，唐仁沦为离奇凶案嫌疑人，不得不和秦风亡命天涯……穷追不舍的警探黄兰登（陈赫饰）、无敌幸运的警察坤泰（肖央饰）、穷凶极恶的匪帮三人组、高深莫测的唐人街教父、美艳风骚的老板娘阿香（佟丽娅饰）等悉数登场！七天！唐仁、秦风必须取长补短、同仇敌忾！他们能否躲避警察追捕、匪帮追杀、黑帮围剿，在短短七天内，完成找到失落的黄金并查明真凶，为自己洗清罪名这些逆天的任务？
3319755	怦然心动 Flipped	2010	罗伯·莱纳	罗伯·莱纳 / 安德鲁·沙因曼 / 文德琳·范·德拉安南	玛德琳·卡罗尔 / 卡兰·麦克奥利菲 / 瑞贝卡·德·莫妮 / 安东尼·爱德华兹 / 约翰·马奥尼 / 佩内洛普·安·米勒 / 艾丹·奎因 / 凯文·韦斯曼 / 摩根·莉莉 / 瑞安·克茨纳 / 吉莉安·普法夫 / 阿什莉·泰勒 / 伊瑟尔·布罗萨德 / 科迪·霍恩 / 迈克尔·博尔顿 / 肖恩·哈珀 / 斯戴芬妮·斯考特 / 帕特丽夏·伦茨 / 马修·戈尔德 / 阿罗拉·凯瑟琳·史密斯 / 凯莉·唐纳利 / 索菲亚·撒高 / 米歇尔·梅斯默 / 迈克尔·博萨 / 博·勒纳 / 杰奎琳·埃沃拉 / 泰勒·格鲁秀斯 / 艾莉·布莱恩特更多...	剧情 / 喜剧 / 爱情	美国	英语	90	2010-07-26(好莱坞首映) / 2010-09-10(美国)	640026	8.9	布莱斯（卡兰•麦克奥利菲CallanMcAuliffe饰）全家搬到小镇，邻家女孩朱丽（玛德琳•卡罗尔MadelineCarroll饰）前来帮忙。她对他一见钟情，心愿是获得他的吻。两人是同班同学，她一直想方设法接近他，但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工，树被要被砍掉，她誓死捍卫，希望他并肩作战，但是他退缩了。她的事迹上了报纸，外公对她颇有好感，令他十分困惑。她凭借鸡下蛋的项目获得了科技展第一名，成了全场焦点，令他黯然失色。她把自家鸡蛋送给他，他听家人怀疑她家鸡蛋不卫生，便偷偷把鸡蛋丢掉。她得知真相，很伤心，两人关系跌入冰点。她跟家人诉说，引发争吵。原来父亲一直攒钱照顾傻弟弟，所以生活拮据。她理解了父母，自己动手，还得到了他外公的鼎力相助。他向她道歉，但是并未解决问题。他开始关注她。鸡蛋风波未平，家庭晚宴与午餐男孩评选...
2334904	禁闭岛 Shutter Island	2010	马丁·斯科塞斯	莱塔·卡罗格里迪斯 / 丹尼斯·勒翰	莱昂纳多·迪卡普里奥 / 马克·鲁弗洛 / 本·金斯利 / 马克斯·冯·叙多夫 / 米歇尔·威廉姆斯 / 艾米莉·莫迪默 / 派翠西娅·克拉克森 / 杰基·厄尔·哈利 / 泰德·拉文 / 约翰·卡洛·林奇 / 伊莱亚斯·科泰斯 / 罗宾·巴特利特 / 克里斯托弗·邓汉 / 约瑟夫·斯科拉更多...	剧情 / 悬疑 / 惊悚	美国	英语 / 德语	138	2010-02-13(柏林电影节) / 2010-02-19(美国)	392474	8.7	本片根据美国小说家丹尼斯·勒翰（DennisLehane）的同名小说改编。1954年，联邦警官泰迪（莱昂纳多·迪卡普里奥LeonardoDiCaprio饰）和搭档查克（马克·鲁弗洛MarkRuffalo饰）乘船来到波士顿附近的禁闭岛精神病犯监狱调查一桩离奇失踪案。手刃亲生骨肉的女犯蕾切尔（艾米莉·莫迪默EmilyMortimer饰）从戒备森严的牢室神秘逃脱，藏匿于孤岛深处。泰迪怀疑监狱的主治精神病医师约翰·考利（本·金斯利BenKingsley饰）有意隐瞒内情，并向查克透露他上岛的真实目的其实是寻找当年纵火烧死他妻子德洛丽丝（米歇尔·威廉姆斯MichelleWilliams饰）的管理员，并揭露美国政府利用精神病犯人进行人体科学实验的罪行。但随着调查的逐渐深入，真相却变得越来越扑朔迷离……
1292370	剪刀手爱德华 Edward Scissorhands	1990	蒂姆·波顿	卡罗琳·汤普森 / 蒂姆·波顿	约翰尼·德普 / 薇诺娜·瑞德 / 黛安·韦斯特 / 安东尼·迈克尔·豪尔 / 凯西·贝克 / 罗伯特·奥利维里 / 康查塔·费雷尔 / 卡罗琳·阿隆 / 迪克·安东尼·威廉姆斯 / 澳澜·琼斯 / 文森特·普莱斯 / 艾伦·阿金 / 苏珊·布洛马特 / Linda Perri / 约翰·戴维森更多...	剧情 / 爱情 / 奇幻	美国	英语	105	1990-12-06(美国)	526521	8.7	爱德华（约翰尼•戴普饰）是一个机器人，他拥有人的心智，却有一双剪刀手，孤独地生活在古堡里，闯入古堡的化妆品推销员佩格把他带回家，让他走进了人类的世界。单纯的爱德华爱上了佩格的女儿金（薇诺娜•瑞德饰），金也慢慢的被爱德华的善良所吸引。　　但是，一连串的意外事情让周围的人邻居对爱德华的态度从喜欢变成无法接受，爱德华痛苦地发现，他总是好心办坏事，连自己的爱人都不能拥抱，或许，他注定就不属于这个世界。
3011091	忠犬八公的故事 Hachi: A Dog's Tale	2009	拉斯·霍尔斯道姆	斯蒂芬·P·林赛 / 新藤兼人	理查·基尔 / 萨拉·罗默尔 / 琼·艾伦 / 罗比·萨布莱特 / 艾瑞克·阿瓦利 / 田川洋行 / 杰森·亚历山大 / 罗伯特·卡普荣更多...	剧情	美国 / 英国	英语 / 日语	93	2009-06-13(西雅图电影节) / 2010-03-12(英国)	534262	9.2	八公（Forest饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔RichardGere饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦JoanAllen饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔SarahRoemer饰）及女婿迈克尔（罗比·萨布莱特RobbieSublett饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的...
